structureId,chainId,structureTitle,pdbDoi,entityId,ligandId,ligandName,InChI,InChIKey,hetId,IC50,deltaG,uniprotAcc,uniprotRecommendedName,uniprotAlternativeNames
5B31,E,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.1.,10.2210/pdb5b31/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
5B31,E,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.1.,10.2210/pdb5b31/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
5B31,F,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.1.,10.2210/pdb5b31/pdb,2,,,,,,,,P62805,Histone H4,
5B31,G,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.1.,10.2210/pdb5b31/pdb,5,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P0C0S5,Histone H2A.Z,
5B31,H,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.1.,10.2210/pdb5b31/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5B31,I,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.1.,10.2210/pdb5b31/pdb,6,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
5B31,J,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.1.,10.2210/pdb5b31/pdb,6,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
5B32,A,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84243,Histone H3.3,
5B32,B,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,2,,,,,,,,P62805,Histone H4,
5B32,C,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5B32,D,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,4,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5B32,E,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P84243,Histone H3.3,
5B32,E,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P84243,Histone H3.3,
5B32,F,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,2,,,,,,,,P62805,Histone H4,
5B32,G,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,5,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P0C0S5,Histone H2A.Z,
5B32,H,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5B32,I,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,6,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
5B32,J,The crystal structure of the heterotypic H2AZ/H2A nucleosome with H3.3.,10.2210/pdb5b32/pdb,6,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
5B33,A,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,1,,,,,,,,P84243,Histone H3.3,
5B33,B,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,2,,,,,,,,P62805,Histone H4,
5B33,C,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,3,,,,,,,,P0C0S5,Histone H2A.Z,
5B33,D,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5B33,E,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,1,,,,,,,,P84243,Histone H3.3,
5B33,F,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,2,,,,,,,,P62805,Histone H4,
5B33,G,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,3,,,,,,,,P0C0S5,Histone H2A.Z,
5B33,H,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5B33,I,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,5,,,,,,,,,,
5B33,J,The crystal structure of the H2AZ nucleosome with H3.3.,10.2210/pdb5b33/pdb,5,,,,,,,,,,
5B40,A,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,1,,,,,,,,Q71DI3,Histone H3.2,Histone H3/m#Histone H3/o
5B40,B,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,2,,,,,,,,P62805,Histone H4,
5B40,C,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,3,,,,,,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5B40,D,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5B40,E,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,1,,,,,,,,Q71DI3,Histone H3.2,Histone H3/m#Histone H3/o
5B40,F,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,2,,,,,,,,P62805,Histone H4,
5B40,G,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,3,,,,,,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5B40,H,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5B40,I,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,5,,,,,,,,,,
5B40,J,The nucleosome structure containing H2B-K120 and H4-K31 monoubiquitinations,10.2210/pdb5b40/pdb,5,,,,,,,,,,
5CP6,A,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,3,,,,,,,,P84233,Histone H3.2,
5CP6,B,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,4,,,,,,,,P62799,Histone H4,
5CP6,C,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,5,,,,,,,,P06897,Histone H2A type 1,
5CP6,D,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,6,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P02281,Histone H2B 1.1,
5CP6,E,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,3,MG,MAGNESIUM ION,InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,MG,,,P84233,Histone H3.2,
5CP6,F,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,4,,,,,,,,P62799,Histone H4,
5CP6,G,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,5,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P06897,Histone H2A type 1,
5CP6,H,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,6,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P02281,Histone H2B 1.1,
5CP6,I,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,1,RUH,"(ethane6-5,8,9,10-tetrahydroanthracene)Ru(II)(ethylene-diamine)Cl","InChI=1S/C14H10.C2H6N2.ClH.Ru/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1;3-1-2-4;;/h1-2H,5-6,9-10H2;3-4H,1-2H2;1H;/q;-2;;+3/p-1",GYWLGEANONYPCA-UHFFFAOYSA-M,RUH,,,,,
5CP6,J,"Nucleosome Core Particle with Adducts from the Anticancer Compound, [(eta6-5,8,9,10-tetrahydroanthracene)Ru(ethylenediamine)Cl][PF6]",10.2210/pdb5cp6/pdb,2,RUH,"(ethane6-5,8,9,10-tetrahydroanthracene)Ru(II)(ethylene-diamine)Cl","InChI=1S/C14H10.C2H6N2.ClH.Ru/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1;3-1-2-4;;/h1-2H,5-6,9-10H2;3-4H,1-2H2;1H;/q;-2;;+3/p-1",GYWLGEANONYPCA-UHFFFAOYSA-M,RUH,,,,,
5CPI,A,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,1,,,,,,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
5CPI,B,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,2,,,,,,,,P62805,Histone H4,
5CPI,C,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,3,,,,,,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5CPI,D,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5CPI,E,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,1,,,,,,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
5CPI,F,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,2,,,,,,,,P62805,Histone H4,
5CPI,G,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,3,,,,,,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5CPI,H,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5CPI,I,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,5,,,,,,,,,,
5CPI,J,Nucleosome containing unmethylated Sat2R DNA,10.2210/pdb5cpi/pdb,6,,,,,,,,,,
5CPJ,A,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,1,,,,,,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
5CPJ,B,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,2,,,,,,,,P62805,Histone H4,
5CPJ,C,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,3,,,,,,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5CPJ,D,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5CPJ,E,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,1,,,,,,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
5CPJ,F,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,2,,,,,,,,P62805,Histone H4,
5CPJ,G,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,3,,,,,,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5CPJ,H,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5CPJ,I,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,5,5CM,5-METHYL-2'-DEOXY-CYTIDINE-5'-MONOPHOSPHATE,"InChI=1S/C10H16N3O7P/c1-5-3-13(10(15)12-9(5)11)8-2-6(14)7(20-8)4-19-21(16,17)18/h3,6-8,14H,2,4H2,1H3,(H2,11,12,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",RGDVNLHBCKWZDA-XLPZGREQSA-N,5CM,,,,,
5CPJ,J,Nucleosome containing methylated Sat2R DNA,10.2210/pdb5cpj/pdb,6,5CM,5-METHYL-2'-DEOXY-CYTIDINE-5'-MONOPHOSPHATE,"InChI=1S/C10H16N3O7P/c1-5-3-13(10(15)12-9(5)11)8-2-6(14)7(20-8)4-19-21(16,17)18/h3,6-8,14H,2,4H2,1H3,(H2,11,12,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",RGDVNLHBCKWZDA-XLPZGREQSA-N,5CM,,,,,
5CPK,A,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,1,,,,,,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
5CPK,B,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,2,,,,,,,,P62805,Histone H4,
5CPK,C,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,3,,,,,,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5CPK,D,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5CPK,E,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,1,,,,,,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
5CPK,F,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,2,,,,,,,,P62805,Histone H4,
5CPK,G,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,3,,,,,,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
5CPK,H,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
5CPK,I,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,5,5CM,5-METHYL-2'-DEOXY-CYTIDINE-5'-MONOPHOSPHATE,"InChI=1S/C10H16N3O7P/c1-5-3-13(10(15)12-9(5)11)8-2-6(14)7(20-8)4-19-21(16,17)18/h3,6-8,14H,2,4H2,1H3,(H2,11,12,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",RGDVNLHBCKWZDA-XLPZGREQSA-N,5CM,,,,,
5CPK,J,Nucleosome containing methylated Sat2L DNA,10.2210/pdb5cpk/pdb,6,5CM,5-METHYL-2'-DEOXY-CYTIDINE-5'-MONOPHOSPHATE,"InChI=1S/C10H16N3O7P/c1-5-3-13(10(15)12-9(5)11)8-2-6(14)7(20-8)4-19-21(16,17)18/h3,6-8,14H,2,4H2,1H3,(H2,11,12,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",RGDVNLHBCKWZDA-XLPZGREQSA-N,5CM,,,,,
5DNM,A,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,1,,,,,,,,P84233,Histone H3.2,
5DNM,B,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,2,,,,,,,,P62799,Histone H4,
5DNM,C,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,3,,,,,,,,P06897,Histone H2A type 1,
5DNM,D,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,4,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P02281,Histone H2B 1.1,
5DNM,E,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,1,MG,MAGNESIUM ION,InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,MG,,,P84233,Histone H3.2,
5DNM,F,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,2,,,,,,,,P62799,Histone H4,
5DNM,G,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,3,RAX,"dichloro[(1,2,3,4,5,6-eta)-6-methylbenzene]1,3,5-triaza-7lambda~5~-phosphatricyclo[3.3.1.1~3,7~]dec-7-ylruthenium","InChI=1S/C7H8.C6H12N3P.2ClH.Ru/c1-7-5-3-2-4-6-7;1-7-2-9-3-8(1)5-10(4-7)6-9;;;/h2-6H,1H3;1-6H2;2*1H;/q;;;;+1/p-1",HQZSVEABAKKRLM-UHFFFAOYSA-M,RAX,,,P06897,Histone H2A type 1,
5DNM,G,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,3,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P06897,Histone H2A type 1,
5DNM,H,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,4,RAX,"dichloro[(1,2,3,4,5,6-eta)-6-methylbenzene]1,3,5-triaza-7lambda~5~-phosphatricyclo[3.3.1.1~3,7~]dec-7-ylruthenium","InChI=1S/C7H8.C6H12N3P.2ClH.Ru/c1-7-5-3-2-4-6-7;1-7-2-9-3-8(1)5-10(4-7)6-9;;;/h2-6H,1H3;1-6H2;2*1H;/q;;;;+1/p-1",HQZSVEABAKKRLM-UHFFFAOYSA-M,RAX,,,P02281,Histone H2B 1.1,
5DNM,H,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,4,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P02281,Histone H2B 1.1,
5DNM,I,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,5,,,,,,,,,,
5DNM,J,Nucleosome core particle containing adducts of ruthenium(II)-toluene PTA complex,10.2210/pdb5dnm/pdb,6,,,,,,,,,,
5DNN,A,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,1,AUF,triethylphosphanuidylgold(1+),"InChI=1S/C6H15P.Au/c1-4-7(5-2)6-3;/h4-6H2,1-3H3;",NKNLIDCIHVTIMI-UHFFFAOYSA-N,AUF,,,P84233,Histone H3.2,
5DNN,B,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,2,,,,,,,,P62799,Histone H4,
5DNN,C,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,3,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P06897,Histone H2A type 1,
5DNN,D,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,4,,,,,,,,P02281,Histone H2B 1.1,
5DNN,E,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,1,AUF,triethylphosphanuidylgold(1+),"InChI=1S/C6H15P.Au/c1-4-7(5-2)6-3;/h4-6H2,1-3H3;",NKNLIDCIHVTIMI-UHFFFAOYSA-N,AUF,,,P84233,Histone H3.2,
5DNN,E,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,1,MG,MAGNESIUM ION,InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,MG,,,P84233,Histone H3.2,
5DNN,F,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,2,,,,,,,,P62799,Histone H4,
5DNN,G,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,3,RAX,"dichloro[(1,2,3,4,5,6-eta)-6-methylbenzene]1,3,5-triaza-7lambda~5~-phosphatricyclo[3.3.1.1~3,7~]dec-7-ylruthenium","InChI=1S/C7H8.C6H12N3P.2ClH.Ru/c1-7-5-3-2-4-6-7;1-7-2-9-3-8(1)5-10(4-7)6-9;;;/h2-6H,1H3;1-6H2;2*1H;/q;;;;+1/p-1",HQZSVEABAKKRLM-UHFFFAOYSA-M,RAX,,,P06897,Histone H2A type 1,
5DNN,G,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,3,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P06897,Histone H2A type 1,
5DNN,H,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,4,RAX,"dichloro[(1,2,3,4,5,6-eta)-6-methylbenzene]1,3,5-triaza-7lambda~5~-phosphatricyclo[3.3.1.1~3,7~]dec-7-ylruthenium","InChI=1S/C7H8.C6H12N3P.2ClH.Ru/c1-7-5-3-2-4-6-7;1-7-2-9-3-8(1)5-10(4-7)6-9;;;/h2-6H,1H3;1-6H2;2*1H;/q;;;;+1/p-1",HQZSVEABAKKRLM-UHFFFAOYSA-M,RAX,,,P02281,Histone H2B 1.1,
5DNN,H,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,4,SO4,SULFATE ION,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",QAOWNCQODCNURD-UHFFFAOYSA-L,SO4,,,P02281,Histone H2B 1.1,
5DNN,I,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,5,,,,,,,,,,
5DNN,J,Nucleosome core particle containing adducts of gold(I)-triethylphosphane and ruthenium(II)-toluene PTA complexes,10.2210/pdb5dnn/pdb,6,,,,,,,,,,
5E5A,A,Crystal structure of the chromatin-tethering domain of Human cytomegalovirus IE1 protein bound to the nucleosome core particle,10.2210/pdb5e5a/pdb,2,,,,,,,,P84233,Histone H3.2,
5E5A,B,Crystal structure of the chromatin-tethering domain of Human cytomegalovirus IE1 protein bound to the nucleosome core particle,10.2210/pdb5e5a/pdb,3,,,,,,,,P62799,Histone H4,
5E5A,C,Crystal structure of the chromatin-tethering domain of Human cytomegalovirus IE1 protein bound to the nucleosome core particle,10.2210/pdb5e5a/pdb,4,MG,MAGNESIUM ION,InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,MG,,,P06897,Histone H2A type 1,
5E5A,D,Crystal structure of the chromatin-tethering domain of Human cytomegalovirus IE1 protein bound to the nucleosome core particle,10.2210/pdb5e5a/pdb,5,MG,MAGNESIUM ION,InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,MG,,,P02281,Histone H2B 1.1,
5E5A,E,Crystal structure of the chromatin-tethering domain of Human cytomegalovirus IE1 protein bound to the nucleosome core particle,10.2210/pdb5e5a/pdb,2,MG,MAGNESIUM ION,InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,MG,,,P84233,Histone H3.2,
5E5A,F,Crystal structure of the chromatin-tethering domain of Human cytomegalovirus IE1 protein bound to the nucleosome core particle,10.2210/pdb5e5a/pdb,3,,,,,,,,P62799,Histone H4,
