Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#518 - 6HTSG	specific	306645	255	556	2.49105e-88	288.526	pfam00176	SNF2_N	 - 	cl26465
Q#518 - 6HTSG	specific	316415	7	136	7.14338e-67	221.237	pfam13892	DBINO	 - 	cl16460
Q#518 - 6HTSG	superfamily	331286	828	986	3.97108e-55	209.657	cl26465	SNF2_N superfamily	NC	 - 
Q#519 - 6HTSH	specific	227602	32	569	3.22654e-46	170.295	COG5277	COG5277	 - 	cl17037
Q#520 - 6HTSI	specific	185400	1	136	7.61213e-89	258.296	PTZ00018	PTZ00018	 - 	cl23735
Q#521 - 6HTSJ	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#522 - 6HTSK	specific	185399	1	130	1.70552e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#523 - 6HTSL	specific	197718	28	124	2.82156e-52	163.457	smart00427	H2B	 - 	cl23830
Q#524 - 6HTSM	specific	185400	1	136	7.61213e-89	258.296	PTZ00018	PTZ00018	 - 	cl23735
Q#525 - 6HTSN	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#526 - 6HTSO	specific	185399	1	130	1.70552e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#527 - 6HTSP	specific	197718	28	124	2.82156e-52	163.457	smart00427	H2B	 - 	cl23830
Q#528 - 6HTSR	specific	309781	211	287	2.29861e-05	42.9538	pfam04795	PAPA-1	 - 	cl04756
Q#528 - 6HTSR	specific	309543	309	336	4.4511e-05	41.4738	pfam04438	zf-HIT	 - 	cl04519
