structureId	chainId	structureTitle	depositionDate	uniprotAcc	uniprotRecommendedName
4FK5	C	Structure of the SAGA Ubp8(S144N)/Sgf11/Sus1/Sgf73 DUB module	2012-06-12	Q03067	SAGA-associated factor 11
4FK5	E	Structure of the SAGA Ubp8(S144N)/Sgf11/Sus1/Sgf73 DUB module	2012-06-12	P53165	SAGA-associated factor 73
4FK5	B	Structure of the SAGA Ubp8(S144N)/Sgf11/Sus1/Sgf73 DUB module	2012-06-12	Q6WNK7	Transcription and mRNA export factor SUS1
4FK5	A	Structure of the SAGA Ubp8(S144N)/Sgf11/Sus1/Sgf73 DUB module	2012-06-12	P50102	Ubiquitin carboxyl-terminal hydrolase 8
4FMU	A	Crystal structure of Methyltransferase domain of human SET domain-containing protein 2 Compound: Pr-SNF	2012-06-18	Q9BYW2	Histone-lysine N-methyltransferase SETD2
4FT2	A	crystal structure of Zea mays ZMET2 in complex H3(1-15)K9me2 peptide and SAH	2012-06-27	Q9AXT8	DNA (cytosine-5)-methyltransferase 1
4FT2	B	crystal structure of Zea mays ZMET2 in complex H3(1-15)K9me2 peptide and SAH	2012-06-27	Q9AXT8	DNA (cytosine-5)-methyltransferase 1
4FT2	P	crystal structure of Zea mays ZMET2 in complex H3(1-15)K9me2 peptide and SAH	2012-06-27	P68431	Histone H3.1
4FT4	A	crystal structure of Zea mays ZMET2 in complex H3(1-32)K9me2 peptide and SAH	2012-06-27	Q9AXT8	DNA (cytosine-5)-methyltransferase 1
4FT4	B	crystal structure of Zea mays ZMET2 in complex H3(1-32)K9me2 peptide and SAH	2012-06-27	Q9AXT8	DNA (cytosine-5)-methyltransferase 1
4FT4	P	crystal structure of Zea mays ZMET2 in complex H3(1-32)K9me2 peptide and SAH	2012-06-27	P59226	Histone H3.2
4FT4	Q	crystal structure of Zea mays ZMET2 in complex H3(1-32)K9me2 peptide and SAH	2012-06-27	P59226	Histone H3.2
4FWE	A	Native structure of LSD2 /AOF1/KDM1b in spacegroup of C2221 at 2.13A	2012-07-01	Q8NB78	Lysine-specific histone demethylase 1B
4FWF	E	Complex structure of LSD2/AOF1/KDM1b with H3K4 mimic	2012-07-01	P68431	Histone H3.1
4FWF	A	Complex structure of LSD2/AOF1/KDM1b with H3K4 mimic	2012-07-01	Q8NB78	Lysine-specific histone demethylase 1B
4FWJ	A	Native structure of LSD2/AOF1/KDM1b in spacegroup of I222 at 2.9A	2012-07-01	Q8NB78	Lysine-specific histone demethylase 1B
4FWJ	B	Native structure of LSD2/AOF1/KDM1b in spacegroup of I222 at 2.9A	2012-07-01	Q8NB78	Lysine-specific histone demethylase 1B
4G56	B	Crystal Structure of full length PRMT5/MEP50 complexes from Xenopus laevis	2012-07-17	Q6NUD0	Methylosome protein 50
4G56	D	Crystal Structure of full length PRMT5/MEP50 complexes from Xenopus laevis	2012-07-17	Q6NUD0	Methylosome protein 50
4G56	A	Crystal Structure of full length PRMT5/MEP50 complexes from Xenopus laevis	2012-07-17	Q6NUA1	Protein arginine N-methyltransferase 5
4G56	C	Crystal Structure of full length PRMT5/MEP50 complexes from Xenopus laevis	2012-07-17	Q6NUA1	Protein arginine N-methyltransferase 5
4G91	C	CCAAT-binding complex from Aspergillus nidulans	2012-07-23	C8V0B5	Transcriptional activator
4G91	A	CCAAT-binding complex from Aspergillus nidulans	2012-07-23	P87249	NA
4G91	B	CCAAT-binding complex from Aspergillus nidulans	2012-07-23	Q5B5Z6	NA
4G92	C	CCAAT-binding complex from Aspergillus nidulans with DNA	2012-07-23	C8V0B5	Transcriptional activator
4G92	A	CCAAT-binding complex from Aspergillus nidulans with DNA	2012-07-23	P87249	NA
4G92	B	CCAAT-binding complex from Aspergillus nidulans with DNA	2012-07-23	Q5B5Z6	NA
4G92	D	CCAAT-binding complex from Aspergillus nidulans with DNA	2012-07-23	NA	NA
4G92	E	CCAAT-binding complex from Aspergillus nidulans with DNA	2012-07-23	NA	NA
4GD4	A	Crystal Structure of JMJD2A Complexed with Inhibitor	2012-07-31	O75164	Lysine-specific demethylase 4A
4GD4	B	Crystal Structure of JMJD2A Complexed with Inhibitor	2012-07-31	O75164	Lysine-specific demethylase 4A
4GM3	A	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	P61964	WD repeat-containing protein 5
4GM3	B	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	P61964	WD repeat-containing protein 5
4GM3	C	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	P61964	WD repeat-containing protein 5
4GM3	D	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	P61964	WD repeat-containing protein 5
4GM3	E	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	P61964	WD repeat-containing protein 5
4GM3	F	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	P61964	WD repeat-containing protein 5
4GM3	G	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	P61964	WD repeat-containing protein 5
4GM3	H	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	P61964	WD repeat-containing protein 5
4GM3	I	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	NA	NA
4GM3	J	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	NA	NA
4GM3	K	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	NA	NA
4GM3	L	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	NA	NA
4GM3	M	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	NA	NA
4GM3	N	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	NA	NA
4GM3	O	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	NA	NA
4GM3	P	Crystal structure of human WD repeat domain 5 with compound MM-101	2012-08-15	NA	NA
4GM8	A	Crystal structure of human WD repeat domain 5 with compound MM-102	2012-08-15	P61964	WD repeat-containing protein 5
4GM8	B	Crystal structure of human WD repeat domain 5 with compound MM-102	2012-08-15	P61964	WD repeat-containing protein 5
4GM8	C	Crystal structure of human WD repeat domain 5 with compound MM-102	2012-08-15	P61964	WD repeat-containing protein 5
4GM8	D	Crystal structure of human WD repeat domain 5 with compound MM-102	2012-08-15	P61964	WD repeat-containing protein 5
4GM8	E	Crystal structure of human WD repeat domain 5 with compound MM-102	2012-08-15	NA	NA
4GM8	F	Crystal structure of human WD repeat domain 5 with compound MM-102	2012-08-15	NA	NA
4GM8	G	Crystal structure of human WD repeat domain 5 with compound MM-102	2012-08-15	NA	NA
4GM8	H	Crystal structure of human WD repeat domain 5 with compound MM-102	2012-08-15	NA	NA
4GM9	A	Crystal structure of human WD repeat domain 5 with compound MM-401	2012-08-15	P61964	WD repeat-containing protein 5
4GM9	B	Crystal structure of human WD repeat domain 5 with compound MM-401	2012-08-15	P61964	WD repeat-containing protein 5
4GM9	E	Crystal structure of human WD repeat domain 5 with compound MM-401	2012-08-15	NA	NA
4GM9	F	Crystal structure of human WD repeat domain 5 with compound MM-401	2012-08-15	NA	NA
4GMB	A	Crystal structure of human WD repeat domain 5 with compound MM-402	2012-08-15	P61964	WD repeat-containing protein 5
4GMB	E	Crystal structure of human WD repeat domain 5 with compound MM-402	2012-08-15	NA	NA
4GND	A	Crystal Structure of NSD3 tandem PHD5-C5HCH domains	2012-08-17	Q9BZ95	Histone-lysine N-methyltransferase NSD3
4GND	C	Crystal Structure of NSD3 tandem PHD5-C5HCH domains	2012-08-17	Q9BZ95	Histone-lysine N-methyltransferase NSD3
4GNE	B	Crystal Structure of NSD3 tandem PHD5-C5HCH domains complexed with H3 peptide 1-7	2012-08-17	P84243	Histone H3.3
4GNE	A	Crystal Structure of NSD3 tandem PHD5-C5HCH domains complexed with H3 peptide 1-7	2012-08-17	Q9BZ95	Histone-lysine N-methyltransferase NSD3
4GNF	C	Crystal Structure of NSD3 tandem PHD5-C5HCH domains complexed with H3 peptide 1-15	2012-08-17	P84243	Histone H3.3
4GNF	A	Crystal Structure of NSD3 tandem PHD5-C5HCH domains complexed with H3 peptide 1-15	2012-08-17	Q9BZ95	Histone-lysine N-methyltransferase NSD3
4GNG	B	Crystal Structure of NSD3 tandem PHD5-C5HCH domains complexed with H3K9me3 peptide	2012-08-17	P84243	Histone H3.3
4GNG	F	Crystal Structure of NSD3 tandem PHD5-C5HCH domains complexed with H3K9me3 peptide	2012-08-17	P84243	Histone H3.3
4GNG	A	Crystal Structure of NSD3 tandem PHD5-C5HCH domains complexed with H3K9me3 peptide	2012-08-17	Q9BZ95	Histone-lysine N-methyltransferase NSD3
4GNG	D	Crystal Structure of NSD3 tandem PHD5-C5HCH domains complexed with H3K9me3 peptide	2012-08-17	Q9BZ95	Histone-lysine N-methyltransferase NSD3
4GQ6	B	Human menin in complex with MLL peptide	2012-08-22	Q03164	Histone-lysine N-methyltransferase 2A
4GQ6	A	Human menin in complex with MLL peptide	2012-08-22	O00255	Menin
4GQB	C	Crystal Structure of the human PRMT5:MEP50 Complex	2012-08-22	P62805	Histone H4
4GQB	B	Crystal Structure of the human PRMT5:MEP50 Complex	2012-08-22	Q9BQA1	Methylosome protein 50
4GQB	A	Crystal Structure of the human PRMT5:MEP50 Complex	2012-08-22	O14744	Protein arginine N-methyltransferase 5
4GU0	E	Crystal structure of LSD2 with H3	2012-08-29	P84243	Histone H3.3
4GU0	F	Crystal structure of LSD2 with H3	2012-08-29	P84243	Histone H3.3
4GU0	A	Crystal structure of LSD2 with H3	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GU0	B	Crystal structure of LSD2 with H3	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GU0	C	Crystal structure of LSD2 with H3	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GU0	D	Crystal structure of LSD2 with H3	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GU1	A	Crystal structure of LSD2	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GU1	B	Crystal structure of LSD2	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GUR	C	Crystal structure of LSD2-NPAC with H3 in space group P21	2012-08-29	P84243	Histone H3.3
4GUR	A	Crystal structure of LSD2-NPAC with H3 in space group P21	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GUR	B	Crystal structure of LSD2-NPAC with H3 in space group P21	2012-08-29	Q49A26	Putative oxidoreductase GLYR1
4GUS	C	Crystal structure of LSD2-NPAC with H3 in space group P3221	2012-08-29	P84243	Histone H3.3
4GUS	A	Crystal structure of LSD2-NPAC with H3 in space group P3221	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GUS	B	Crystal structure of LSD2-NPAC with H3 in space group P3221	2012-08-29	Q49A26	Putative oxidoreductase GLYR1
4GUT	A	Crystal structure of LSD2-NPAC	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GUT	B	Crystal structure of LSD2-NPAC	2012-08-29	Q49A26	Putative oxidoreductase GLYR1
4GUU	A	Crystal structure of LSD2-NPAC with tranylcypromine	2012-08-29	Q8NB78	Lysine-specific histone demethylase 1B
4GUU	B	Crystal structure of LSD2-NPAC with tranylcypromine	2012-08-29	Q49A26	Putative oxidoreductase GLYR1
4GY5	A	Crystal structure of the tandem tudor domain and plant homeodomain of UHRF1 with Histone H3K9me3	2012-09-05	Q96T88	E3 ubiquitin-protein ligase UHRF1
4GY5	B	Crystal structure of the tandem tudor domain and plant homeodomain of UHRF1 with Histone H3K9me3	2012-09-05	Q96T88	E3 ubiquitin-protein ligase UHRF1
4GY5	C	Crystal structure of the tandem tudor domain and plant homeodomain of UHRF1 with Histone H3K9me3	2012-09-05	Q96T88	E3 ubiquitin-protein ligase UHRF1
4GY5	D	Crystal structure of the tandem tudor domain and plant homeodomain of UHRF1 with Histone H3K9me3	2012-09-05	Q96T88	E3 ubiquitin-protein ligase UHRF1
4GY5	E	Crystal structure of the tandem tudor domain and plant homeodomain of UHRF1 with Histone H3K9me3	2012-09-05	P84243	Histone H3.3
4GY5	F	Crystal structure of the tandem tudor domain and plant homeodomain of UHRF1 with Histone H3K9me3	2012-09-05	P84243	Histone H3.3
4H12	A	The crystal structure of methyltransferase domain of human SET domain-containing protein 2 in complex with S-adenosyl-L-homocysteine	2012-09-10	Q9BYW2	Histone-lysine N-methyltransferase SETD2
4H75	B	Crystal structure of human Spindlin1 in complex with a histone H3K4(me3) peptide	2012-09-20	Q5TEC6	Histone H3
4H75	A	Crystal structure of human Spindlin1 in complex with a histone H3K4(me3) peptide	2012-09-20	Q9Y657	Spindlin-1
4H9N	C	Complex structure 1 of DAXX/H3.3(sub5)/H4	2012-09-24	Q9UER7	Death domain-associated protein 6
4H9N	A	Complex structure 1 of DAXX/H3.3(sub5)/H4	2012-09-24	P84243	Histone H3.3
4H9N	B	Complex structure 1 of DAXX/H3.3(sub5)/H4	2012-09-24	P62805	Histone H4
4H9O	C	Complex structure 2 of DAXX/H3.3(sub5,G90M)/H4	2012-09-24	Q9UER7	Death domain-associated protein 6
4H9O	A	Complex structure 2 of DAXX/H3.3(sub5,G90M)/H4	2012-09-24	P84243	Histone H3.3
4H9O	B	Complex structure 2 of DAXX/H3.3(sub5,G90M)/H4	2012-09-24	P62805	Histone H4
4H9P	C	Complex structure 3 of DAXX/H3.3(sub5,G90A)/H4	2012-09-24	Q9UER7	Death domain-associated protein 6
4H9P	A	Complex structure 3 of DAXX/H3.3(sub5,G90A)/H4	2012-09-24	P84243	Histone H3.3
4H9P	B	Complex structure 3 of DAXX/H3.3(sub5,G90A)/H4	2012-09-24	P62805	Histone H4
4H9Q	C	Complex structure 4 of DAXX(E225A)/H3.3(sub5)/H4	2012-09-24	Q9UER7	Death domain-associated protein 6
4H9Q	A	Complex structure 4 of DAXX(E225A)/H3.3(sub5)/H4	2012-09-24	P84243	Histone H3.3
4H9Q	B	Complex structure 4 of DAXX(E225A)/H3.3(sub5)/H4	2012-09-24	P62805	Histone H4
4H9R	C	Complex structure 5 of DAXX(E225A)/H3.3(sub5,G90A)/H4	2012-09-24	Q9UER7	Death domain-associated protein 6
4H9R	A	Complex structure 5 of DAXX(E225A)/H3.3(sub5,G90A)/H4	2012-09-24	P84243	Histone H3.3
4H9R	B	Complex structure 5 of DAXX(E225A)/H3.3(sub5,G90A)/H4	2012-09-24	P62805	Histone H4
4H9S	E	Complex structure 6 of DAXX/H3.3(sub7)/H4	2012-09-24	Q9UER7	Death domain-associated protein 6
4H9S	F	Complex structure 6 of DAXX/H3.3(sub7)/H4	2012-09-24	Q9UER7	Death domain-associated protein 6
4H9S	A	Complex structure 6 of DAXX/H3.3(sub7)/H4	2012-09-24	P84243	Histone H3.3
4H9S	B	Complex structure 6 of DAXX/H3.3(sub7)/H4	2012-09-24	P84243	Histone H3.3
4H9S	C	Complex structure 6 of DAXX/H3.3(sub7)/H4	2012-09-24	P62805	Histone H4
4H9S	D	Complex structure 6 of DAXX/H3.3(sub7)/H4	2012-09-24	P62805	Histone H4
4HC4	A	Human HMT1 hnRNP methyltransferase-like protein 6 (S. cerevisiae)	2012-09-28	Q96LA8	Protein arginine N-methyltransferase 6
4HCZ	A	PHF1 Tudor in complex with H3K36me3	2012-10-01	O43189	PHD finger protein 1
4HCZ	B	PHF1 Tudor in complex with H3K36me3	2012-10-01	O43189	PHD finger protein 1
4HCZ	C	PHF1 Tudor in complex with H3K36me3	2012-10-01	Q6TXQ4	NA
4HCZ	D	PHF1 Tudor in complex with H3K36me3	2012-10-01	Q6TXQ4	NA
4HGA	A	Structure of the variant histone H3.3-H4 heterodimer in complex with its chaperone DAXX	2012-10-07	Q9UER7	Death domain-associated protein 6
4HGA	B	Structure of the variant histone H3.3-H4 heterodimer in complex with its chaperone DAXX	2012-10-07	P84243	Histone H3.3
4HGA	C	Structure of the variant histone H3.3-H4 heterodimer in complex with its chaperone DAXX	2012-10-07	P62805	Histone H4
4HON	F	Crystal structure of human JMJD2D/KDM4D in complex with an H3K9me3 peptide and 2-oxoglutarate	2012-10-22	P68431	Histone H3.1
4HON	G	Crystal structure of human JMJD2D/KDM4D in complex with an H3K9me3 peptide and 2-oxoglutarate	2012-10-22	P68431	Histone H3.1
4HON	A	Crystal structure of human JMJD2D/KDM4D in complex with an H3K9me3 peptide and 2-oxoglutarate	2012-10-22	Q6B0I6	Lysine-specific demethylase 4D
4HON	B	Crystal structure of human JMJD2D/KDM4D in complex with an H3K9me3 peptide and 2-oxoglutarate	2012-10-22	Q6B0I6	Lysine-specific demethylase 4D
4HOO	A	Crystal structure of human JMJD2D/KDM4D apoenzyme	2012-10-22	Q6B0I6	Lysine-specific demethylase 4D
4HOO	B	Crystal structure of human JMJD2D/KDM4D apoenzyme	2012-10-22	Q6B0I6	Lysine-specific demethylase 4D
4HRA	A	Crystal Structure of DOT1L in Complex with EPZ-5676	2012-10-26	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
4HSU	C	Crystal structure of LSD2-NPAC with H3(1-26)in space group P21	2012-10-30	Q92133	Histone H3
4HSU	A	Crystal structure of LSD2-NPAC with H3(1-26)in space group P21	2012-10-30	Q8NB78	Lysine-specific histone demethylase 1B
4HSU	B	Crystal structure of LSD2-NPAC with H3(1-26)in space group P21	2012-10-30	Q49A26	Putative oxidoreductase GLYR1
4HXK	A	Brd4 Bromodomain 1 complex with 6,7-DIHYDROTHIENO[3,2-C]PYRIDIN-5(4H)-YL(1H-IMIDAZOL-1-YL)METHANONE inhibitor	2012-11-12	O60885	Bromodomain-containing protein 4
4HXL	A	Brd4 Bromodomain 1 complex with 3-CYCLOHEXYL-N-{3-(2-OXO-2,3-DIHYDRO-1,3-THIAZOL-4-YL)-5-[(THIOPHEN-2-YLSULFONYL)AMINO]PHENYL}PROPANAMIDE inhibitor	2012-11-12	O60885	Bromodomain-containing protein 4
4HXM	A	Brd4 Bromodomain 1 complex with N-{3-(2-OXO-2,3-DIHYDRO-1,3-THIAZOL-4-YL)-5-[(THIOPHEN-2-YLSULFONYL)AMINO]PHENYL}BUTANAMIDE inhibitor	2012-11-12	O60885	Bromodomain-containing protein 4
4HXN	A	Brd4 Bromodomain 1 complex with 4-(2-FLUOROPHENYL)-1,3-THIAZOL-2(3H)-ONE inhibitor	2012-11-12	O60885	Bromodomain-containing protein 4
4HXO	A	Brd4 Bromodomain 1 complex with 3-{[(3-METHYL-1,2-OXAZOL-5-YL)METHYL]SULFANYL}[1,2,4]TRIAZOLO[4,3-A]PYRIDINE inhibitor	2012-11-12	O60885	Bromodomain-containing protein 4
4HXP	A	Brd4 Bromodomain 1 complex with 4-(2-OXO-1,3-OXAZOLIDIN-3-YL)BENZAMIDE inhibitor	2012-11-12	O60885	Bromodomain-containing protein 4
4HXR	A	Brd4 Bromodomain 1 complex with N-[3-(2-OXO-2,3-DIHYDRO-1,3-THIAZOL-4-YL)PHENYL]THIOPHENE-2-SULFONAMIDE inhibitor	2012-11-12	O60885	Bromodomain-containing protein 4
4HXS	A	Brd4 Bromodomain 1 complex with N-[3-(2-OXO-2,3-DIHYDRO-1,3-THIAZOL-4-YL)PHENYL]-1-PHENYLMETHANESULFONAMIDE inhibitor	2012-11-12	O60885	Bromodomain-containing protein 4
4I51	C	Methyltransferase domain of HUMAN EUCHROMATIC HISTONE METHYLTRANSFERASE 1, mutant Y1211A	2012-11-28	P68431	Histone H3.1
4I51	D	Methyltransferase domain of HUMAN EUCHROMATIC HISTONE METHYLTRANSFERASE 1, mutant Y1211A	2012-11-28	P68431	Histone H3.1
4I51	A	Methyltransferase domain of HUMAN EUCHROMATIC HISTONE METHYLTRANSFERASE 1, mutant Y1211A	2012-11-28	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
4I51	B	Methyltransferase domain of HUMAN EUCHROMATIC HISTONE METHYLTRANSFERASE 1, mutant Y1211A	2012-11-28	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
4I51	K	Methyltransferase domain of HUMAN EUCHROMATIC HISTONE METHYLTRANSFERASE 1, mutant Y1211A	2012-11-28	NA	NA
4I5I	A	Crystal structure of the SIRT1 catalytic domain bound to NAD and an EX527 analog	2012-11-28	Q96EB6	NAD-dependent protein deacetylase sirtuin-1
4I5I	B	Crystal structure of the SIRT1 catalytic domain bound to NAD and an EX527 analog	2012-11-28	Q96EB6	NAD-dependent protein deacetylase sirtuin-1
4IAO	A	Crystal structure of Sir2 C543S mutant in complex with SID domain of Sir4	2012-12-07	P06700	NAD-dependent histone deacetylase SIR2
4IAO	B	Crystal structure of Sir2 C543S mutant in complex with SID domain of Sir4	2012-12-07	P06700	NAD-dependent histone deacetylase SIR2
4IAO	C	Crystal structure of Sir2 C543S mutant in complex with SID domain of Sir4	2012-12-07	P11978	Regulatory protein SIR4
4IAO	D	Crystal structure of Sir2 C543S mutant in complex with SID domain of Sir4	2012-12-07	P11978	Regulatory protein SIR4
4ICG	A	N-terminal dimerization domain of H-NS in complex with Hha (Salmonella Typhimurium)	2012-12-10	P0A1S2	DNA-binding protein H-NS
4ICG	B	N-terminal dimerization domain of H-NS in complex with Hha (Salmonella Typhimurium)	2012-12-10	P0A1S2	DNA-binding protein H-NS
4ICG	C	N-terminal dimerization domain of H-NS in complex with Hha (Salmonella Typhimurium)	2012-12-10	Q7CR17	Hemolysin expression-modulating protein Hha
4ICG	D	N-terminal dimerization domain of H-NS in complex with Hha (Salmonella Typhimurium)	2012-12-10	Q7CR17	Hemolysin expression-modulating protein Hha
4IFS	A	Crystal structure of the hSSRP1 Middle domain	2012-12-15	Q08945	FACT complex subunit SSRP1
4IGO	A	Histone H3 Lysine 4 Demethylating rice Rice JMJ703 in complex with alpha-KG	2012-12-17	Q53WJ1	Lysine-specific demethylase JMJ703
4IGP	A	Histone H3 Lysine 4 Demethylating Rice JMJ703 apo enzyme	2012-12-17	Q53WJ1	Lysine-specific demethylase JMJ703
4IGQ	A	Histone H3 Lysine 4 Demethylating Rice JMJ703 in complex with methylated H3K4 substrate	2012-12-17	Q53WJ1	Lysine-specific demethylase JMJ703
4IGQ	B	Histone H3 Lysine 4 Demethylating Rice JMJ703 in complex with methylated H3K4 substrate	2012-12-17	NA	NA
4IJ8	A	Crystal structure of the complex of SETD8 with SAM	2012-12-21	Q9NQR1	N-lysine methyltransferase KMT5A
4IJ8	B	Crystal structure of the complex of SETD8 with SAM	2012-12-21	Q9NQR1	N-lysine methyltransferase KMT5A
4IJ8	I	Crystal structure of the complex of SETD8 with SAM	2012-12-21	NA	NA
4IJD	A	Crystal structure of methyltransferase domain of human PR domain-containing protein 9	2012-12-21	Q9NQV7	Histone-lysine N-methyltransferase PRDM9
4IJD	B	Crystal structure of methyltransferase domain of human PR domain-containing protein 9	2012-12-21	Q9NQV7	Histone-lysine N-methyltransferase PRDM9
4IKP	A	Crystal structure of coactivator-associated arginine methyltransferase 1 with methylenesinefungin	2012-12-27	Q86X55	Histone-arginine methyltransferase CARM1
4IKP	B	Crystal structure of coactivator-associated arginine methyltransferase 1 with methylenesinefungin	2012-12-27	Q86X55	Histone-arginine methyltransferase CARM1
4IKP	C	Crystal structure of coactivator-associated arginine methyltransferase 1 with methylenesinefungin	2012-12-27	Q86X55	Histone-arginine methyltransferase CARM1
4IKP	D	Crystal structure of coactivator-associated arginine methyltransferase 1 with methylenesinefungin	2012-12-27	Q86X55	Histone-arginine methyltransferase CARM1
4IOY	X	Structure of the Spt16 Middle Domain Reveals Functional Features of the Histone Chaperone FACT	2013-01-08	P32558	FACT complex subunit SPT16
4IUP	A	crystal structure of Se-substituted arabidopsis thaliana SHH1 SAWADEE domain L200M/L218M mutant	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUP	B	crystal structure of Se-substituted arabidopsis thaliana SHH1 SAWADEE domain L200M/L218M mutant	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUQ	A	crystal structure of SHH1 SAWADEE domain	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUQ	B	crystal structure of SHH1 SAWADEE domain	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUR	C	crystal structure of SHH1 SAWADEE domain in complex with H3K9me3 peptide	2013-01-21	P59226	Histone H3.2
4IUR	A	crystal structure of SHH1 SAWADEE domain in complex with H3K9me3 peptide	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUR	B	crystal structure of SHH1 SAWADEE domain in complex with H3K9me3 peptide	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUT	C	crystal structure of SHH1 SAWADEE domain in complex with H3K9me2 peptide	2013-01-21	P59226	Histone H3.2
4IUT	A	crystal structure of SHH1 SAWADEE domain in complex with H3K9me2 peptide	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUT	B	crystal structure of SHH1 SAWADEE domain in complex with H3K9me2 peptide	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUU	C	Crystal structure of SHH1 SAWADEE domain in complex with H3K9me1 peptide	2013-01-21	P59226	Histone H3.2
4IUU	A	Crystal structure of SHH1 SAWADEE domain in complex with H3K9me1 peptide	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUU	B	Crystal structure of SHH1 SAWADEE domain in complex with H3K9me1 peptide	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUV	C	crystal structure of SHH1 SAWADEE domain in complex with H3K4me1K9me1 peptide	2013-01-21	P59226	Histone H3.2
4IUV	A	crystal structure of SHH1 SAWADEE domain in complex with H3K4me1K9me1 peptide	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4IUV	B	crystal structure of SHH1 SAWADEE domain in complex with H3K4me1K9me1 peptide	2013-01-21	Q9XI47	Protein SAWADEE HOMEODOMAIN HOMOLOG 1
4J7F	A	SET7/9Y335pAF in complex with TAF10 peptide and AdoHcy	2013-02-13	Q8WTS6	Histone-lysine N-methyltransferase SETD7
4J7F	B	SET7/9Y335pAF in complex with TAF10 peptide and AdoHcy	2013-02-13	Q12962	Transcription initiation factor TFIID subunit 10
4J7I	A	SET7/9Y335F in complex with TAF10 peptide and AdoHcy	2013-02-13	Q8WTS6	Histone-lysine N-methyltransferase SETD7
4J7I	B	SET7/9Y335F in complex with TAF10 peptide and AdoHcy	2013-02-13	Q12962	Transcription initiation factor TFIID subunit 10
4J83	A	SET7/9 in complex with TAF10K189A peptide and AdoMet	2013-02-14	Q8WTS6	Histone-lysine N-methyltransferase SETD7
4J83	B	SET7/9 in complex with TAF10K189A peptide and AdoMet	2013-02-14	Q12962	Transcription initiation factor TFIID subunit 10
4J8O	A	SET7/9 in complex with TAF10K189A peptide and AdoHcy	2013-02-14	Q8WTS6	Histone-lysine N-methyltransferase SETD7
4J8O	B	SET7/9 in complex with TAF10K189A peptide and AdoHcy	2013-02-14	Q12962	Transcription initiation factor TFIID subunit 10
4J8U	C	X-ray structure of NCP145 with chlorido(eta-6-p-cymene)(N-phenyl-2-pyridinecarbothioamide)osmium(II)	2013-02-15	P06897	Histone H2A type 1
4J8U	G	X-ray structure of NCP145 with chlorido(eta-6-p-cymene)(N-phenyl-2-pyridinecarbothioamide)osmium(II)	2013-02-15	P06897	Histone H2A type 1
4J8U	D	X-ray structure of NCP145 with chlorido(eta-6-p-cymene)(N-phenyl-2-pyridinecarbothioamide)osmium(II)	2013-02-15	P02281	Histone H2B 1.1
4J8U	H	X-ray structure of NCP145 with chlorido(eta-6-p-cymene)(N-phenyl-2-pyridinecarbothioamide)osmium(II)	2013-02-15	P02281	Histone H2B 1.1
