Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#169 - q9upn9	specific	197662	212	248	4.51394e-05	43.4799	smart00336	BBOX	 - 	cl00034
Q#170 - q9upp1	specific	277112	42	93	6.72398e-33	123.98	cd15642	PHD_PHF8	 - 	cl22851
Q#170 - q9upp1	superfamily	328732	270	370	8.04735e-15	73.4839	cl21464	cupin_like superfamily	 - 	 - 
Q#170 - q9upp1	specific	214721	235	298	1.76e-11	62.6548	smart00558	JmjC	 - 	cl21464
Q#171 - q9uqr0	specific	314933	356	465	6.17791e-50	171.222	pfam12140	SLED	 - 	cl13561
Q#171 - q9uqr0	specific	188977	625	696	8.42104e-44	152.96	cd09578	SAM_Scm	 - 	cl15755
Q#171 - q9uqr0	specific	214723	142	240	2.54562e-40	144.315	smart00561	MBT	 - 	cl17705
Q#171 - q9uqr0	specific	214723	36	131	1.61849e-38	139.307	smart00561	MBT	 - 	cl17705
Q#171 - q9uqr0	specific	319226	277	324	1.66115e-12	64.6342	pfam17208	RBR	 - 	cl28864
Q#172 - q9vg78	specific	311609	1618	1763	1.05593e-39	144.423	pfam07744	SPOC	 - 	cl06671
Q#172 - q9vg78	specific	277027	912	961	1.80722e-33	123.278	cd15552	PHD_PHF3_like	 - 	cl22851
Q#172 - q9vg78	specific	311443	1272	1394	6.60133e-31	117.619	pfam07500	TFIIS_M	 - 	cl02637
Q#172 - q9vg78	specific	197800	1140	1184	1.60688e-13	66.217	smart00592	BRK	 - 	cl02688
Q#172 - q9vg78	superfamily	331088	825	963	1.19838e-05	49.1652	cl26267	ING superfamily	N	 - 
Q#172 - q9vg78	superfamily	331582	65	127	0.000984293	44.2195	cl26761	MDN1 superfamily	N	 - 
Q#173 - q9vkm6	specific	310400	5	218	2.3259e-40	144.451	pfam05764	YL1	 - 	cl25745
Q#173 - q9vkm6	specific	198061	276	304	8.09827e-11	57.5201	smart00993	YL1_C	 - 	cl02154
Q#174 - q9wyw0	specific	172627	3	246	1.55077e-167	466.607	PRK14138	PRK14138	 - 	cl00195
Q#175 - q9xi47	specific	318845	125	253	5.69542e-58	184.014	pfam16719	SAWADEE	 - 	cl25066
Q#176 - q9y294	specific	309739	1	154	6.4656e-109	312.505	pfam04729	ASF1_hist_chap	 - 	cl22451
Q#177 - q9y3y4	specific	277105	341	397	4.44724e-40	139.461	cd15635	PHD_PYGO1	 - 	cl22851
Q#177 - q9y3y4	superfamily	331630	145	357	2.0148e-05	46.9919	cl26809	Sec23_BS superfamily	NC	 - 
Q#178 - q9y468	specific	214723	385	481	1.85991e-43	153.945	smart00561	MBT	 - 	cl17705
Q#178 - q9y468	specific	214723	493	585	2.22505e-43	153.945	smart00561	MBT	 - 	cl17705
Q#178 - q9y468	specific	214723	277	374	2.64493e-42	150.863	smart00561	MBT	 - 	cl17705
Q#178 - q9y468	specific	307601	621	649	1.00147e-13	67.9082	pfam01530	zf-C2HC	 - 	cl03250
Q#178 - q9y468	superfamily	326639	748	776	1.30252e-08	53.8192	cl15755	SAM_superfamily superfamily	C	 - 
Q#178 - q9y468	superfamily	331207	5	166	0.00160296	41.8953	cl26386	DNA_pol3_gamma3 superfamily	N	 - 
Q#179 - q9y483	specific	277055	203	254	1.85704e-35	128.089	cd15580	PHD2_MTF2	 - 	cl22851
Q#179 - q9y483	specific	277053	104	156	1.65284e-31	117.495	cd15578	PHD1_MTF2	 - 	cl22851
Q#179 - q9y483	superfamily	316574	544	590	3.63692e-25	99.7497	cl16580	Mtf2_C superfamily	 - 	 - 
Q#179 - q9y483	specific	197660	45	95	1.30912e-08	53.0464	smart00333	TUDOR	 - 	cl02573
Q#180 - q9y5b9	superfamily	330774	5	1001	0	669.411	cl25953	SPT16 superfamily	 - 	 - 
Q#181 - q9y657	specific	308232	54	102	3.83132e-26	98.8472	pfam02513	Spin-Ssty	 - 	cl03632
Q#181 - q9y657	specific	308232	133	181	2.06774e-22	88.4469	pfam02513	Spin-Ssty	 - 	cl03632
Q#181 - q9y657	specific	308232	214	258	6.92533e-19	78.8169	pfam02513	Spin-Ssty	 - 	cl03632
Q#182 - q9y6k1	specific	277255	487	614	2.46352e-87	277.273	cd11729	ADDz_Dnmt3a	 - 	cl28890
Q#182 - q9y6k1	specific	99896	290	376	4.60889e-38	139.041	cd05835	Dnmt3b_related	 - 	cl02554
Q#182 - q9y6k1	specific	223348	632	795	2.64829e-14	74.7754	COG0270	Dcm	C	cl28499
Q#182 - q9y6k1	superfamily	330577	11	156	5.23438e-05	45.7365	cl25756	BASP1 superfamily	N	 - 
Q#183 - q9z1b8	specific	277057	188	239	9.01574e-34	123.139	cd15582	PHD2_PHF1	 - 	cl22851
Q#183 - q9z1b8	specific	276975	89	139	4.48361e-24	96.8246	cd15500	PHD1_PHF1	 - 	cl22851
Q#183 - q9z1b8	specific	197660	29	80	4.29817e-08	51.5056	smart00333	TUDOR	 - 	cl02573
Q#183 - q9z1b8	superfamily	316574	531	556	7.63272e-07	47.7477	cl16580	Mtf2_C superfamily	N	 - 
Q#184 - q9z1n2	superfamily	331492	419	765	9.75759e-50	190.201	cl26671	CDC6 superfamily	N	 - 
Q#184 - q9z1n2	superfamily	322012	43	169	5.60401e-44	156.768	cl02608	BAH superfamily	 - 	 - 
Q#184 - q9z1n2	specific	312569	757	830	5.0115e-19	84.173	pfam09079	Cdc6_C	 - 	cl08520
