structureId,chainId,compound,source,uniprotAcc,uniprotRecommendedName
"5L5I","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5I","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5I","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5I","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5I","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5I","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5I","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5I","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5I","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5I","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5I","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5I","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5I","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5I","Z","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5I","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5I","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5J","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5J","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5J","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5J","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5J","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5J","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5J","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5J","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5J","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5J","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5J","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5J","L","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5J","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5J","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5J","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5J","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5J","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5J","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5J","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5J","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5J","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5J","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5J","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5J","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5J","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5J","Z","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5J","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5J","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5O","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5O","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5O","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5O","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5O","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5O","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5O","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5O","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5O","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5O","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5O","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5O","L","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5O","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5O","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5O","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5O","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5O","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5O","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5O","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5O","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5O","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5O","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5O","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5O","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5O","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5O","Z","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5O","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5O","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5P","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5P","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5P","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5P","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5P","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5P","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5P","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5P","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5P","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5P","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5P","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5P","L","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5P","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5P","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5P","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5P","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5P","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5P","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5P","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5P","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5P","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5P","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5P","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5P","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5P","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5P","Z","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5P","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5P","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5Q","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5Q","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5Q","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5Q","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5Q","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5Q","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5Q","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5Q","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5Q","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5Q","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5Q","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5Q","L","Proteasome subunit beta type-6,Proteasome subunit beta type-6,Proteasome subunit beta type-6,Proteasome subunit beta type-6,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5Q","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5Q","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5Q","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5Q","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5Q","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5Q","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5Q","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5Q","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5Q","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5Q","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5Q","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5Q","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5Q","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5Q","Z","Proteasome subunit beta type-6,Proteasome subunit beta type-6,Proteasome subunit beta type-6,Proteasome subunit beta type-6,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5Q","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5Q","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5R","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5R","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5R","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5R","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5R","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5R","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5R","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5R","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5R","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5R","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5R","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5R","L","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5R","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5R","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5R","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5R","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5R","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5R","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5R","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5R","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5R","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5R","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5R","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5R","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5R","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5R","Z","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5R","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5R","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5S","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5S","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5S","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5S","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5S","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5S","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5S","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5S","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5S","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5S","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5S","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5S","L","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5S","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5S","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5S","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5S","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5S","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5S","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5S","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5S","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5S","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5S","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5S","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5S","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5S","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5S","Z","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5S","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5S","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5T","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5T","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5T","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5T","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5T","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5T","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5T","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5T","H","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5T","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5T","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5T","K","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
"5L5T","L","Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6,Proteasome subunit beta type-1,Proteasome subunit beta type-6","Saccharomyces cerevisiae,Homo sapiens","P20618#P23724","P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6"
"5L5T","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"5L5T","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"5L5T","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"5L5T","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"5L5T","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"5L5T","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"5L5T","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"5L5T","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"5L5T","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"5L5T","V","Proteasome subunit beta type-2","Saccharomyces cerevisiae","P25043","Proteasome subunit beta type-2"
"5L5T","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"5L5T","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"5L5T","Y","Proteasome subunit beta type-8,Proteasome subunit beta type-5","Saccharomyces cerevisiae,Homo sapiens","P28062#P30656","P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5"
